tweet,cleaned_tweet,keywords
dude ngl like delta 8 slaps and farts my guy,dude ngl like delta  slaps and farts my guy,"delta, dude, farts, guy, like, ngl, slaps"
Try delta 8,try delta ,"delta, try"
Kassi works with this company called green relief and they do delta 8 pens and edibles and they have been AMAZING,kassi works with this company called green relief and they do delta  pens and edibles and they have been amazing,"amazing, called, company, delta, edibles, green, kassi, pens, relief, works"
yeah they had delta 8 with indica and sativa too we picked up some stuff for my grandpa and i got one of those little disposables with indica to help me sleep since you’ve seen first hand how sleepy indica makes me,yeah they had delta  with indica and sativa too we picked up some stuff for my grandpa and i got one of those little disposables with indica to help me sleep since youve seen first hand how sleepy indica makes me,"delta, disposables, got, grandpa, hand, help, indica, little, makes, picked, sativa, seen, sleep, sleepy, stuff, yeah, youve"
" Given the solvent acids they use to make Delta-8, I wouldn't touch the stuff unless each batch is lab tested.", given the solvent acids they use to make delta i wouldnt touch the stuff unless each batch is lab tested,"acids, batch, delta, given, lab, make, solvent, stuff, tested, touch, unless, use, wouldnt"
Facts. I’ve tried Delta 8 too and that is very calming,facts ive tried delta  too and that is very calming,"calming, delta, facts, ive, tried"
Delta 8 be hitting,delta  be hitting,"delta, hitting"
" Okay so apparently Delta-8 THC is still controversial, should maybe consider avoiding in the future.", okay so apparently delta thc is still controversial should maybe consider avoiding in the future,"apparently, avoiding, consider, controversial, delta, future, maybe, okay, thc"
Working in a smoke n vape shop is so annoying no I haven’t tried delta 8 I smoke real weed at home and in the bathroom here at work I don’t have any recommendations,working in a smoke n vape shop is so annoying no i havent tried delta  i smoke real weed at home and in the bathroom here at work i dont have any recommendations,"annoying, bathroom, delta, dont, havent, home, real, recommendations, shop, smoke, tried, vape, weed, work, working"
" Actually I just tried delta 8 recently while visiting Sacramento, and it really was helpful! Very pleasant and def reduced anxiety. Too bad I can't get it here in NC lol.", actually i just tried delta  recently while visiting sacramento and it really was helpful very pleasant and def reduced anxiety too bad i cant get it here in nc lol,"actually, anxiety, bad, def, delta, helpful, just, lol, nc, pleasant, really, recently, reduced, sacramento, tried, visiting"
Oh delta 8. I love you.,oh delta  i love you,"delta, love, oh"
Wish my state was cool and didn’t make delta 8 illegal. Aside from myself I know plenty of people who would benefit from it.,wish my state was cool and didnt make delta  illegal aside from myself i know plenty of people who would benefit from it,"aside, benefit, cool, delta, didnt, illegal, know, make, people, plenty, state, wish"
Lol good because them delta 8 I got will have you paralyzed,lol good because them delta  i got will have you paralyzed,"delta, good, got, lol, paralyzed"
... delta 8 is kinda good, delta  is kinda good,"delta, good, kinda"
Happy to hear it!  Delta 8 is a game changer:),happy to hear it  delta  is a game changer,"changer, delta, game, happy, hear"
" A few months now, I tried vaping for CBD/Delta 8 pain management and it works. But I have baby lungs and most of them tear me apart. I found ONE company with ONE version I can tolerate.
The new one tastes like grandma perfume but it works.
I still think it's dumb, but it works.", a few months now i tried vaping for cbddelta  pain management and it works but i have baby lungs and most of them tear me apart i found one company with one version i can toleratethe new one tastes like grandma perfume but it worksi still think its dumb but it works,"apart, baby, cbddelta, company, dumb, grandma, like, lungs, management, months, new, pain, perfume, tastes, tear, think, toleratethe, tried, vaping, version, works, worksi"
those delta 8 candies really smack ya right in the face,those delta  candies really smack ya right in the face,"candies, delta, face, really, right, smack, ya"
" We have Delta 8 in Tennessee. I use that. It’s okay…

I have constant back pain. So it helps.", we have delta  in tennessee i use that its okayi have constant back pain so it helps,"constant, delta, helps, okayi, pain, tennessee, use"
Took a Delta 8 gummy and I don't feel sh*t.,took a delta  gummy and i dont feel sht,"delta, dont, feel, gummy, sht, took"
Delta 8 is ass and I will be sticking to my illegal ways,delta  is ass and i will be sticking to my illegal ways,"ass, delta, illegal, sticking, ways"
i love delta 8 so much y’all,i love delta  so much yall,"delta, love, yall"
Me rn lmaoooo I even went n bought some delta 8 THC and this shit is jus diet weed :-(,me rn lmaoooo i even went n bought some delta  thc and this shit is jus diet weed ,"bought, delta, diet, jus, lmaoooo, rn, shit, thc, weed, went"
well i will always be hitting delta 8 pen b4 work now bc that was fantastic i didnt get MAD at any rude customer ONCE today i was like U KNOW WHAT I FEEL SO GOOD AND FLIRTY TODAYsooooo flirt with me or get outtttaaa my face,well i will always be hitting delta  pen b work now bc that was fantastic i didnt get mad at any rude customer once today i was like u know what i feel so good and flirty todaysooooo flirt with me or get outtttaaa my face,"bc, customer, delta, didnt, face, fantastic, feel, flirt, flirty, good, hitting, know, like, mad, outtttaaa, pen, rude, today, todaysooooo, work"
If we talkin delta 8…. These are top of the hill…. I’m off world right now,if we talkin delta  these are top of the hill im off world right now,"delta, hill, im, right, talkin, world"
Have you tried the Delta 8 THC? It’s good ish and it doesn’t knock you off your feet. Plus it’s legal here in TX,have you tried the delta  thc its good ish and it doesnt knock you off your feet plus its legal here in tx,"delta, doesnt, feet, good, ish, knock, legal, plus, thc, tried, tx"
p sure delta-8 fucked me up fam stop while you can,p sure delta fucked me up fam stop while you can,"delta, fam, fucked, stop, sure"
" No shit. I won't even hand over my delta 8 gummies, and all that shit does is make me sleepy.", no shit i wont even hand over my delta  gummies and all that shit does is make me sleepy,"delta, does, gummies, hand, make, shit, sleepy, wont"
Delta 8 really took me to another dimension last night,delta  really took me to another dimension last night,"delta, dimension, night, really, took"
" No proof of your case in there.  Purely speculation, and who is to trust the money grubbing government isn’t lobbying for their own gain.  I personally have been completely fine vaping and ingesting delta 8 and thc-o.  Look me up @coffeecolorbrotha", no proof of your case in there  purely speculation and who is to trust the money grubbing government isnt lobbying for their own gain  i personally have been completely fine vaping and ingesting delta  and thco  look me up coffeecolorbrotha,"case, coffeecolorbrotha, completely, delta, fine, gain, government, grubbing, ingesting, isnt, lobbying, look, money, personally, proof, purely, speculation, thco, trust, vaping"
" Braden has entered another plane of existence. Delta 8 is like, Weed Lite.", braden has entered another plane of existence delta  is like weed lite,"braden, delta, entered, existence, like, lite, plane, weed"
Delta 8 edibles are a wild time. Godspeed.,delta  edibles are a wild time godspeed,"delta, edibles, godspeed, time, wild"
There are no standards of regulation for this fad synthetic chemical. It doesn't exist in nature. There is a reason Colorado outlawed Delta 8.  We're you at Champs?,there are no standards of regulation for this fad synthetic chemical it doesnt exist in nature there is a reason colorado outlawed delta   were you at champs,"champs, chemical, colorado, delta, doesnt, exist, fad, nature, outlawed, reason, regulation, standards, synthetic"
" Confession:

I'm starting to enjoy Delta 8/10 more than I do with organic THC.", confessionim starting to enjoy delta  more than i do with organic thc,"confessionim, delta, enjoy, organic, starting, thc"
delta 8 be kinda crazy,delta  be kinda crazy,"crazy, delta, kinda"
" Have you heard of Delta 8? News 3's 
@ClayFalls
 takes a look at what it is and why we are seeing some people being arrested in Brazos County for possessing it.", have you heard of delta  news s clayfalls takes a look at what it is and why we are seeing some people being arrested in brazos county for possessing it,"arrested, brazos, clayfalls, county, delta, heard, look, news, people, possessing, seeing, takes"
That delta 8 stuff actually works,that delta  stuff actually works,"actually, delta, stuff, works"
" Overall I'd have to say the Delta 8 and Delta 10 market have the potential to be threats to Floridas medical market if left unregulated. The costs are significantly cheaper than a medical dispensary, and it was quite easy to get. Still prefer Delta 9 and lab testing tho

#MSOgang", overall id have to say the delta  and delta  market have the potential to be threats to floridas medical market if left unregulated the costs are significantly cheaper than a medical dispensary and it was quite easy to get still prefer delta  and lab testing thomsogang,"cheaper, costs, delta, dispensary, easy, floridas, id, lab, left, market, medical, overall, potential, prefer, quite, say, significantly, testing, thomsogang, threats, unregulated"
" So, I tried a couple of edible delta-8 THC products for this story. They did in fact work as advertised -- one more than the other.", so i tried a couple of edible delta thc products for this story they did in fact work as advertised  one more than the other,"advertised, couple, delta, did, edible, fact, products, story, thc, tried, work"
" i had some good delta 8 shatter last year, i feel like it all depends on the terps they use. we've all hit w cbd pen that tasted like e juice before", i had some good delta  shatter last year i feel like it all depends on the terps they use weve all hit w cbd pen that tasted like e juice before,"cbd, delta, depends, feel, good, hit, juice, like, pen, shatter, tasted, terps, use, weve, year"
" yeah it hurts my lungs and keeps getting stuck so i have to pull hard and i have to smoke so much of it to feel anything it’s just not worth it, i like the cake delta 8 pens tho", yeah it hurts my lungs and keeps getting stuck so i have to pull hard and i have to smoke so much of it to feel anything its just not worth it i like the cake delta  pens tho,"cake, delta, feel, getting, hard, hurts, just, keeps, like, lungs, pens, pull, smoke, stuck, tho, worth, yeah"
Delta 8 and Delta 10 are spreading all over Minnesota while legislators drag their feet to legalize Delta 9. Some people repeatedly can't tell any difference. What a crazy loophole.,delta  and delta  are spreading all over minnesota while legislators drag their feet to legalize delta  some people repeatedly cant tell any difference what a crazy loophole,"crazy, delta, difference, drag, feet, legalize, legislators, loophole, minnesota, people, repeatedly, spreading, tell"
You know what? Delta 8 isn’t too bad,you know what delta  isnt too bad,"bad, delta, isnt, know"
Delta 8 is so much stronger than regular cbd,delta  is so much stronger than regular cbd,"cbd, delta, regular, stronger"
" Is regulation coming down on the Delta 8 and Delta 10 industry? Maybe.

#delta8 #delta10 #hemp #cbd #nihc #policy", is regulation coming down on the delta  and delta  industry maybedelta delta hemp cbd nihc policy,"cbd, coming, delta, hemp, industry, maybedelta, nihc, policy, regulation"
This delta 8 not so bad I fuxxx wit it,this delta  not so bad i fuxxx wit it,"bad, delta, fuxxx, wit"
" Anyone buy delta 8 or 10 vapes or edibles? If so what are your favs? I've only tried one brand of D8 edibles, and honestly I didn't feel anything. Suggestions and favs if you got them! Leave a comment or dm me if you don't wanna put it on blast", anyone buy delta  or  vapes or edibles if so what are your favs ive only tried one brand of d edibles and honestly i didnt feel anything suggestions and favs if you got them leave a comment or dm me if you dont wanna put it on blast,"blast, brand, buy, comment, delta, didnt, dm, dont, edibles, favs, feel, got, honestly, ive, leave, suggestions, tried, vapes, wanna"
" after a couple days of just using delta 8, i must say i enjoy it more than delta 9.", after a couple days of just using delta  i must say i enjoy it more than delta ,"couple, days, delta, enjoy, just, say, using"
Paring this 16% CBD bud & 89% delta 8 THC. Thanks loophole laws. I’m zoinked,paring this  cbd bud   delta  thc thanks loophole laws im zoinked,"bud, cbd, delta, im, laws, loophole, paring, thanks, thc, zoinked"
I’m a little over 2 months. Delta 8 gummies have helped with the stress,im a little over  months delta  gummies have helped with the stress,"delta, gummies, helped, im, little, months, stress"
There’s fentanyl in that Delta 8 shit because that’s a different kind of substance lmaoo,theres fentanyl in that delta  shit because thats a different kind of substance lmaoo,"delta, different, fentanyl, kind, lmaoo, shit, substance, thats, theres"
Fuck delta 8 is way stronger than I thought,fuck delta  is way stronger than i thought,"delta, fuck, stronger, thought, way"
You on that gas station delta 8 bro? Your tweekin lol,you on that gas station delta  bro your tweekin lol,"bro, delta, gas, lol, station, tweekin"
Delta-8 THC Legality: Why Regulations Are On The Rise https://radaronline.com/p/delta-8-thc-legality-why-regulations-are-on-the-rise/ #SmartNews,delta thc legality why regulations are on the rise  smartnews,"delta, legality, regulations, rise, smartnews, thc"
delta 8 is Face vomiting,delta  is face vomiting,"delta, face, vomiting"
I dont endorse usage of Delta-8 tetrahydrocannabinol,i dont endorse usage of delta tetrahydrocannabinol,"delta, dont, endorse, tetrahydrocannabinol, usage"
" In the Weeds: Delta-8 Warnings, Cannabis Use for Athletes and Use in California Healthcare Facilitie... http://bit.ly/3Fktt0u #cannabis", in the weeds delta warnings cannabis use for athletes and use in california healthcare facilitie  cannabis,"athletes, california, cannabis, delta, facilitie, healthcare, use, warnings, weeds"
" Oh shit, I didn't know all that. I know the only difference I've ever noticed with Delta 8 is the effects don't last as long as with Delta 9, but thanks for the heads up!", oh shit i didnt know all that i know the only difference ive ever noticed with delta  is the effects dont last as long as with delta  but thanks for the heads up,"delta, didnt, difference, dont, effects, heads, ive, know, long, noticed, oh, shit, thanks"
bought a delta 8 vape for the shits and giggles now i don’t know where i am,bought a delta  vape for the shits and giggles now i dont know where i am,"bought, delta, dont, giggles, know, shits, vape"
CDC,cdc,cdc
Let me tell yall....do not take 2 delta 8 gummies at the same time. You will regret it for several hours,let me tell yalldo not take  delta  gummies at the same time you will regret it for several hours,"delta, gummies, hours, let, regret, tell, time, yalldo"
" Don't miss this opportunity to take your Delta 8 knowledge even further. 

Including what it is, where it comes from, the legality, and even how to make Delta 8.

https://extraktlab.com/delta-8-thc-course/

s #extraktLAB #education #free #course", dont miss this opportunity to take your delta  knowledge even further including what it is where it comes from the legality and even how to make delta s extraktlab education free course,"comes, course, delta, dont, education, extraktlab, free, including, knowledge, legality, make, miss, opportunity"
if it’s delta 8 stop smoking that shit immediately please,if its delta  stop smoking that shit immediately please,"delta, immediately, shit, smoking, stop"
" I bought delta 8 shisha, i like", i bought delta  shisha i like,"bought, delta, like, shisha"
whooaaaaa brother this delta 8 got me,whooaaaaa brother this delta  got me,"brother, delta, got, whooaaaaa"
it’s like a milder version of the weed we normally smoke or edibles. i smoke delta 8 weed and they have edibles too. it’s pretty reasonably priced too!! check it out at most smoke shops or 50 shades of green,its like a milder version of the weed we normally smoke or edibles i smoke delta  weed and they have edibles too its pretty reasonably priced too check it out at most smoke shops or  shades of green,"check, delta, edibles, green, like, milder, normally, pretty, priced, reasonably, shades, shops, smoke, version, weed"
" ooc

im not doing so good so i might UHHH try to steal some delta 8 to make myself happy.", oocim not doing so good so i might uhhh try to steal some delta  to make myself happy,"delta, doing, good, happy, make, oocim, steal, try, uhhh"
Why is this delta 8 gummy hitting me like this I took more yesterday and felt way less high this makes no sense,why is this delta  gummy hitting me like this i took more yesterday and felt way less high this makes no sense,"delta, felt, gummy, high, hitting, like, makes, sense, took, way, yesterday"
I ran into my neighbor and he sells delta 8 stuff for a living and casually gives me some goodies to try out. I love my complex,i ran into my neighbor and he sells delta  stuff for a living and casually gives me some goodies to try out i love my complex,"casually, complex, delta, gives, goodies, living, love, neighbor, ran, sells, stuff, try"
" If CBD is diet weed, then delta 8 is weed zero", if cbd is diet weed then delta  is weed zero,"cbd, delta, diet, weed, zero"
" Delta 8 gives me such bad anxiety lmao

Also I heard this dude say he likes to use it bc it's basically like cbd and doesn't pop on a drug test and it was like oh no baby who told u that", delta  gives me such bad anxiety lmaoalso i heard this dude say he likes to use it bc its basically like cbd and doesnt pop on a drug test and it was like oh no baby who told u that,"anxiety, baby, bad, basically, bc, cbd, delta, doesnt, drug, dude, gives, heard, like, likes, lmaoalso, oh, pop, say, test, told, use"
get delta 8!!! it’s so good friend.,get delta  its so good friend,"delta, friend, good"
Lol delta 8 is gr8. Mix it with some CBD flower so it’s not as strong,lol delta  is gr mix it with some cbd flower so its not as strong,"cbd, delta, flower, gr, lol, mix, strong"
It’s Hundred points symbol honestly. I love my delta 8 pen,its hundred points symbol honestly i love my delta  pen,"delta, honestly, love, pen, points, symbol"
It’s official: California legalizes CBD (but not delta-8 THC) http://dlvr.it/S972Qz,its official california legalizes cbd but not delta thc ,"california, cbd, delta, legalizes, official, thc"
" id say CBD is seltzer, delta 8 is diet weed xD", id say cbd is seltzer delta  is diet weed xd,"cbd, delta, diet, id, say, seltzer, weed, xd"
Try delta 8 it’s no JOKE,try delta  its no joke,"delta, joke, try"
That Delta 8 do slap tho,that delta  do slap tho,"delta, slap, tho"
This delta 8 x thc o vape been hitting all week. Order it.,this delta  x thc o vape been hitting all week order it,"delta, hitting, order, thc, vape, week"
Delta 8 is nice af too! It’s a legal version of delta 9 and doesn’t give you that anxiety/paranoia forreal,delta  is nice af too its a legal version of delta  and doesnt give you that anxietyparanoia forreal,"af, anxietyparanoia, delta, doesnt, forreal, legal, nice, version"
Delta 8 is the full realization of all the fake “Legal Kush” ads from fifteen years ago,delta  is the full realization of all the fake legal kush ads from fifteen years ago,"ads, ago, delta, fake, kush, legal, realization, years"
Idk how I feel towards you if you think Delta 8 gets you “fucked up”,idk how i feel towards you if you think delta  gets you fucked up,"delta, feel, fucked, gets, idk, think"
Yeah that delta 8 shit is crazy,yeah that delta  shit is crazy,"crazy, delta, shit, yeah"
" Yeah delta 8 isn't bad at all. I smoke a Delta 8 cart during the day then switch to regular D9 dabs/ect after work :).

I was pleasantly surprised the first time I tried it, for sure.", yeah delta  isnt bad at all i smoke a delta  cart during the day then switch to regular d dabsect after work i was pleasantly surprised the first time i tried it for sure,"bad, cart, dabsect, day, delta, isnt, pleasantly, regular, smoke, sure, surprised, switch, time, tried, work, yeah"
Shoulnt have smocked that delta 8 from te mall kiosk,shoulnt have smocked that delta  from te mall kiosk,"delta, kiosk, mall, shoulnt, smocked, te"
yesss i went back to regular flower/carts earlier this year when i went to Denver and i didn’t care too much for the high. i was perplexed like “do i like delta 8 more????”,yesss i went back to regular flowercarts earlier this year when i went to denver and i didnt care too much for the high i was perplexed like do i like delta  more,"care, delta, denver, didnt, earlier, flowercarts, high, like, perplexed, regular, went, year, yesss"
yo i just tried Delta 8 flower from the smoke shop. and this shit is actually hella good,yo i just tried delta  flower from the smoke shop and this shit is actually hella good,"actually, delta, flower, good, hella, just, shit, shop, smoke, tried, yo"
" FDA and CDC Issues Warnings on Delta-8 THC Products via 
@cannabis_net", fda and cdc issues warnings on delta thc products via cannabisnet,"cannabisnet, cdc, delta, fda, issues, products, thc, warnings"
Still trying to wrap my mind around delta 8 thc being legal,still trying to wrap my mind around delta  thc being legal,"delta, legal, mind, thc, trying, wrap"
bought a 10 pack of delta 8 gummies from the single sketchiest most money-laundering store I've ever seen,bought a  pack of delta  gummies from the single sketchiest most moneylaundering store ive ever seen,"bought, delta, gummies, ive, moneylaundering, pack, seen, single, sketchiest, store"
" Finally tried Delta-8

Am I high? Yes. 
Am I high as I would be if I smoked some AAA bud? No.

But the good taste and no weed smell makes it worth it if ya out and about.", finally tried deltaam i high yes am i high as i would be if i smoked some aaa bud nobut the good taste and no weed smell makes it worth it if ya out and about,"aaa, bud, deltaam, finally, good, high, makes, nobut, smell, smoked, taste, tried, weed, worth, ya, yes"
" If you ever have a mind to experiment and can trust a bit, I would seriously recommend Delta 8 THC tinctures or vapes. Great high feeling in your mind and body, but it won’t rip you completely like bud. Much less paranoia.", if you ever have a mind to experiment and can trust a bit i would seriously recommend delta  thc tinctures or vapes great high feeling in your mind and body but it wont rip you completely like bud much less paranoia,"bit, body, bud, completely, delta, experiment, feeling, great, high, like, mind, paranoia, recommend, rip, seriously, thc, tinctures, trust, vapes, wont"
" Nah delta-8 be having me high as hell lmao and my cat, he fucking loves getting high Loudly crying face .. the gummies hit too", nah delta be having me high as hell lmao and my cat he fucking loves getting high loudly crying face  the gummies hit too,"cat, crying, delta, face, fucking, getting, gummies, having, hell, high, hit, lmao, loudly, loves, nah"
CBD≠Delta 8 stop comin in my store askin for CBD pens y’all sound like idiots,cbddelta  stop comin in my store askin for cbd pens yall sound like idiots,"askin, cbd, cbddelta, comin, idiots, like, pens, sound, stop, store, yall"
I wish I had a new battery & a new cart rn. But I don’t want delta 8 no more. I’m tryna d*e when I hit it pause,i wish i had a new battery  a new cart rn but i dont want delta  no more im tryna de when i hit it pause,"battery, cart, delta, dont, hit, im, new, pause, rn, tryna, want, wish"
" CBD is changing my life. Delta-8 as well. I’ll always love you, Delta-9, but sometimes you’re like driving a rollercoaster to work. 

Still pass that, tho. 

Cannabis is amazing.", cbd is changing my life delta as well ill always love you delta but sometimes youre like driving a rollercoaster to work still pass that tho cannabis is amazing,"amazing, cannabis, cbd, changing, delta, driving, ill, life, like, love, pass, rollercoaster, tho, work, youre"
Just buy some delta 8 homie,just buy some delta  homie,"buy, delta, homie, just"
Why have I been stressed since I was born?? This fucking sucks. The only thing that's actually fucking helped is weed and now Ive only got this stupid delta 8 shit which fucks with my ptsd-esque symptoms,why have i been stressed since i was born this fucking sucks the only thing thats actually fucking helped is weed and now ive only got this stupid delta  shit which fucks with my ptsdesque symptoms,"actually, born, delta, fucking, fucks, got, helped, ive, ptsdesque, shit, stressed, stupid, sucks, symptoms, thats, thing, weed"
" Delta-8 is blowing my mind. Its feels no different than real THC.

Guess I'm a fan now.", delta is blowing my mind its feels no different than real thcguess im a fan now,"blowing, delta, different, fan, feels, im, mind, real, thcguess"
This delta 8 cart really saving me from walking out and sabotaging things going well for me,this delta  cart really saving me from walking out and sabotaging things going well for me,"cart, delta, going, really, sabotaging, saving, things, walking"
I had a delta 8 gummy worm and had to rethink my life for 2 days lmfao,i had a delta  gummy worm and had to rethink my life for  days lmfao,"days, delta, gummy, life, lmfao, rethink, worm"
No cap delta 8 had me geeked.,no cap delta  had me geeked,"cap, delta, geeked"
I think Delta 8 is real,i think delta  is real,"delta, real, think"
i am not smoking anything called kratom or delta 8. i learned my lesson with k2 back in 2009 thank you,i am not smoking anything called kratom or delta  i learned my lesson with k back in  thank you,"called, delta, kratom, learned, lesson, smoking, thank"
DEA raiding my apartment and making fun of me for smoking delta 8,dea raiding my apartment and making fun of me for smoking delta ,"apartment, dea, delta, fun, making, raiding, smoking"
Those delta 8 gummies be hitting low key lmao,those delta  gummies be hitting low key lmao,"delta, gummies, hitting, key, lmao, low"
Delta-8 hasn’t really done much for me. It def is a high but not what I’m looking for,delta hasnt really done much for me it def is a high but not what im looking for,"def, delta, high, im, looking, really"
The 8 in delta 8 stand for 8 seconds bc that’s how long the high last,the  in delta  stand for  seconds bc thats how long the high last,"bc, delta, high, long, seconds, stand, thats"
" Just got my new delta 8 cart and gummy’s from cbd nugs. Bro, they’re a great company and I definitely recommend them. ", just got my new delta  cart and gummys from cbd nugs bro theyre a great company and i definitely recommend them ,"bro, cart, cbd, company, definitely, delta, got, great, gummys, just, new, nugs, recommend, theyre"
Delta 8 is lowkey the shit,delta  is lowkey the shit,"delta, lowkey, shit"
" Don’t smoke delta 8 it’s not worth it trust me it’s not good.. Some would say it’s a waste. Don’t smoke delta 8 it’s not recommended by some. 

However me (a genius guy) has NEVER!! Smoked delta 8 from smokers choice. Not once not twice not ever. Seriously who would do that?", dont smoke delta  its not worth it trust me its not good some would say its a waste dont smoke delta  its not recommended by some however me a genius guy has never smoked delta  from smokers choice not once not twice not ever seriously who would do that,"choice, delta, dont, genius, good, guy, recommended, say, seriously, smoke, smoked, smokers, trust, twice, waste, worth"
Lmao delta 8 fr just makes me sleepy,lmao delta  fr just makes me sleepy,"delta, fr, just, lmao, makes, sleepy"
" Just so we're all on the same page, delta 8 edibles will still get you pretty high.", just so were all on the same page delta  edibles will still get you pretty high,"delta, edibles, high, just, page, pretty"
Aint no way that was delta-8 I’m off a bean rn,aint no way that was delta im off a bean rn,"aint, bean, delta, im, rn, way"
That's why I didnt say marijuana initiallyHugging face. Herbs and spices just sounds more subtle and neutral. Delta-8 is also great for my anxiety disorders so I'm very grateful we finally have shops that's carry it more,thats why i didnt say marijuana initiallyhugging face herbs and spices just sounds more subtle and neutral delta is also great for my anxiety disorders so im very grateful we finally have shops thats carry it more,"anxiety, carry, delta, didnt, disorders, face, finally, grateful, great, herbs, im, initiallyhugging, just, marijuana, neutral, say, shops, sounds, spices, subtle, thats"
" Someone explain why in the state of Tennessee, Delta 9 THC is classified in the same class as heroin. But you can buy delta 8 THC at the local shell for $25. That’s so ass backwards to me.", someone explain why in the state of tennessee delta  thc is classified in the same class as heroin but you can buy delta  thc at the local shell for  thats so ass backwards to me,"ass, backwards, buy, class, classified, delta, explain, heroin, local, shell, state, tennessee, thats, thc"
" The best Delta 8 products I've ever tried, adding the some CBD to the next order cause I'm hearing great things", the best delta  products ive ever tried adding the some cbd to the next order cause im hearing great things,"adding, best, cause, cbd, delta, great, hearing, im, ive, order, products, things, tried"
Damn delta 8 cart some fucking Reggie,damn delta  cart some fucking reggie,"cart, damn, delta, fucking, reggie"
" Actually, if you dug a smidge you would see that it's actually delta-8, which is legal in every state and I smoke it because it helps with my heart issues. So be kind and do your research.", actually if you dug a smidge you would see that its actually delta which is legal in every state and i smoke it because it helps with my heart issues so be kind and do your research,"actually, delta, dug, heart, helps, issues, kind, legal, research, smidge, smoke, state"
Delta 8 ain't shit.,delta  aint shit,"aint, delta, shit"
" I’ve also been doing a LOT of edibles so there’s that, too. Delta 8 THC is the shit (and totally legal in my ass-backwards state which is a bonus). This shit helps me sleep sooooo well.", ive also been doing a lot of edibles so theres that too delta  thc is the shit and totally legal in my assbackwards state which is a bonus this shit helps me sleep sooooo well,"assbackwards, bonus, delta, doing, edibles, helps, ive, legal, lot, shit, sleep, sooooo, state, thc, theres, totally"
Girl are you Delta 8 THC? Because you make me sick to my stomach,girl are you delta  thc because you make me sick to my stomach,"delta, girl, make, sick, stomach, thc"
" I don't really get high from Delta 8, just feel good but completely functional.  Great alternative to totally stoned.", i dont really get high from delta  just feel good but completely functional  great alternative to totally stoned,"alternative, completely, delta, dont, feel, functional, good, great, high, just, really, stoned, totally"
Niggas selling some shit called Delta 8 in smoke shops thats not illegal but will make you fail a drug test. God save us from this laboratory shit.,niggas selling some shit called delta  in smoke shops thats not illegal but will make you fail a drug test god save us from this laboratory shit,"called, delta, drug, fail, god, illegal, laboratory, make, niggas, save, selling, shit, shops, smoke, test, thats"
Fortunately it's just Delta 8 and nothing too strong,fortunately its just delta  and nothing too strong,"delta, fortunately, just, strong"
" it works best for me with some kinda thc component, big fan of delta 8 lately", it works best for me with some kinda thc component big fan of delta  lately,"best, big, component, delta, fan, kinda, lately, thc, works"
Wakings up high off delta 8 is extremely unpleasant,wakings up high off delta  is extremely unpleasant,"delta, extremely, high, unpleasant, wakings"
" Yesterday, the Washington Medical Commission sent out an alert about children ingesting delta 8 THC products and requiring hospitalization. The Washington Poison Control Center says they have no reports in their database of exposure to delta 8 products, specifically.", yesterday the washington medical commission sent out an alert about children ingesting delta  thc products and requiring hospitalization the washington poison control center says they have no reports in their database of exposure to delta  products specifically,"alert, center, children, commission, control, database, delta, exposure, hospitalization, ingesting, medical, poison, products, reports, requiring, says, sent, specifically, thc, washington, yesterday"
Because they can manufacture massive amounts of Delta-8 and THC-0?  Farm Bill was a mistake,because they can manufacture massive amounts of delta and thc  farm bill was a mistake,"amounts, delta, farm, manufacture, massive, mistake, thc"
This new delta 8 slaps,this new delta  slaps,"delta, new, slaps"
adderral is delta-8 meth,adderral is delta meth,"adderral, delta, meth"
" NEW: The Delta-8 Dilemma

A hemp-derived cannabinoid that supplies a high is roiling the industry, regulators, and health officials.", new the delta dilemmaa hempderived cannabinoid that supplies a high is roiling the industry regulators and health officials,"cannabinoid, delta, dilemmaa, health, hempderived, high, industry, new, officials, regulators, roiling, supplies"
Delta 8 is cool i like diet weed,delta  is cool i like diet weed,"cool, delta, diet, like, weed"
" @HawleyMO
 Stop by any “ vape” / alternative supp shop. Pick up Missouri Delta 8 thc supplement. This unregulated supp is severely stronger than most opiod presc drugs and does not require anything other than age 18! So very dangerously stupid of Missouri to allow !!!!", hawleymo stop by any  vape  alternative supp shop pick up missouri delta  thc supplement this unregulated supp is severely stronger than most opiod presc drugs and does not require anything other than age  so very dangerously stupid of missouri to allow ,"age, allow, alternative, dangerously, delta, does, drugs, hawleymo, missouri, opiod, pick, presc, require, severely, shop, stop, stronger, stupid, supp, supplement, thc, unregulated, vape"
I’ve researched Delta 8 from Europe to Canada & the Flag of United States. The 5 most common severe side effects of delta 8 are nothing compared to the effect of opioids &Soma that I was on for pain management for 20 years. For the first time in 25 yrs I have less pain because of CBD and Up-pointing red triangle8️⃣ imho.,ive researched delta  from europe to canada  the flag of united states the  most common severe side effects of delta  are nothing compared to the effect of opioids soma that i was on for pain management for  years for the first time in  yrs i have less pain because of cbd and uppointing red triangle imho,"canada, cbd, common, compared, delta, effect, effects, europe, flag, imho, ive, management, opioids, pain, red, researched, severe, soma, states, time, triangle, united, uppointing, years, yrs"
Uhh so I ate one (1) delta-8 gummy last night and tripped absolute balls??? Does this happen to other people or am I just a massive lightweight??,uhh so i ate one  delta gummy last night and tripped absolute balls does this happen to other people or am i just a massive lightweight,"absolute, ate, balls, delta, does, gummy, happen, just, lightweight, massive, night, people, tripped, uhh"
