date,tweet,cleaned_tweet,keywords,polarity,subjectivity
Sep 12,"if avail, i would suggest copping a delta 8
just smoked this one and it feels damn close to good ole fashioned mary jane
the THC in weed is considered Delta-8, if i understand it correctly, while this is product is just below
i can feel it, so worth a shot
call it weed light",if avail i would suggest copping a delta just smoked this one and it feels damn close to good ole fashioned mary janethe thc in weed is considered delta if i understand it correctly while this is product is just belowi can feel it so worth a shotcall it weed light,"avail, belowi, close, considered, copping, correctly, damn, delta, fashioned, feel, feels, good, janethe, just, light, mary, ole, product, shotcall, smoked, suggest, thc, understand, weed, worth",0.4666666666666666,0.4666666666666666
Sep 12,"CBD. THC (delta-8) is not helpful. Considering trying CBG.
I can give you a list of things so far that make our dissociation worse ROFL: alcohol, that ingredient in many cough medicines, and THC.",cbd thc delta is not helpful considering trying cbgi can give you a list of things so far that make our dissociation worse rofl alcohol that ingredient in many cough medicines and thc,"alcohol, cbd, cbgi, considering, cough, delta, dissociation, far, helpful, ingredient, list, make, medicines, rofl, thc, things, trying, worse",0.25,0.75
Sep 12,Finally smoked that delta 8 shit… son I’m high as shit omg,finally smoked that delta  shit son im high as shit omg,"delta, finally, high, im, omg, shit, smoked, son",-0.060000000000000005,0.7849999999999999
Sep 12,Maybe I’ll see wtf this delta 8 shit Is all about,maybe ill see wtf this delta  shit is all about,"delta, ill, maybe, shit, wtf",-0.39999999999999997,0.9333333333333332
Sep 12,suffering from a fatal delta 8 headache,suffering from a fatal delta  headache,"delta, fatal, headache, suffering",0.0,0.0
Sep 12,Weed companies here have actually been lobbying against delta 8 because they don't have the liscenincing laws lmao. It's fine but tbh everytime I've taken it it's given me a headache.,weed companies here have actually been lobbying against delta  because they dont have the liscenincing laws lmao its fine but tbh everytime ive taken it its given me a headache,"actually, companies, delta, dont, everytime, fine, given, headache, ive, laws, liscenincing, lmao, lobbying, taken, tbh, weed",0.33888888888888885,0.5333333333333333
Sep 12,Delta 8 gives me panic attacks.,delta  gives me panic attacks,"attacks, delta, gives, panic",0.0,0.0
Sep 12,You can't get high on Delta 8. I tried it twice.,you cant get high on delta  i tried it twice,"delta, high, tried, twice",0.16,0.5399999999999999
Sep 12,What this delta shit ppl getting sick off delta 8 thc,what this delta shit ppl getting sick off delta  thc,"delta, getting, ppl, shit, sick, thc",-0.4571428571428572,0.8285714285714285
Sep 12,sketchy delta-8 from the gas station has my eyes red what in the legal market is this,sketchy delta from the gas station has my eyes red what in the legal market is this,"delta, eyes, gas, legal, market, red, sketchy, station",0.1,0.1
Sep 12,"That's why I didn't drink for many years. But mine are all grown up, so every great once in awhile. My migraines prefer Delta 8 THC and I love it.",thats why i didnt drink for many years but mine are all grown up so every great once in awhile my migraines prefer delta  thc and i love it,"awhile, delta, didnt, drink, great, grown, love, migraines, prefer, thats, thc, years",0.6,0.6166666666666667
Sep 12,"They are legally selling Delta 8 thc vapes in Indiana. I bought 3 Indica carts for 70 bucks and they threw in a battery. Northern Lights D8 is as good as regular illegal weed. Cheaper, too.",they are legally selling delta  thc vapes in indiana i bought  indica carts for  bucks and they threw in a battery northern lights d is as good as regular illegal weed cheaper too,"battery, bought, bucks, carts, cheaper, delta, good, illegal, indiana, indica, legally, lights, northern, regular, selling, thc, threw, vapes, weed",0.09999999999999998,0.34423076923076923
Sep 12,"If you wanna get high, you gotta get delta-8 CBD, regular CBD just makes you feel relaxed
And for the love of god, if you do use delta-8 CBD, start out with just one gummy",if you wanna get high you gotta get delta cbd regular cbd just makes you feel relaxedand for the love of god if you do use delta cbd start out with just one gummy,"cbd, delta, feel, god, gotta, gummy, high, just, love, makes, regular, relaxedand, start, use, wanna",0.22,0.4056410256410256
Sep 13,she already pissed her pants on a delta 8 edible,she already pissed her pants on a delta  edible,"delta, edible, pants, pissed",0.0,0.0
Sep 13,"Well, I think so...? But I'm kinda into CBD & Delta 8 at the moment. Regular THC makes me paranoid & makes my heart race...",well i think so but im kinda into cbd  delta  at the moment regular thc makes me paranoid  makes my heart race,"cbd, delta, heart, im, kinda, makes, moment, paranoid, race, regular, thc, think",0.0,0.07692307692307693
Sep 13,"Same, regular weed gets me paranoid af. But Delta 8 gets me to the exact level I like without any paranoia",same regular weed gets me paranoid af but delta  gets me to the exact level i like without any paranoia,"af, delta, exact, gets, level, like, paranoia, paranoid, regular, weed",0.08333333333333333,0.15064102564102563
Sep 13,"Delta 8 is shit, I got two for free and still regretting my purchase",delta  is shit i got two for free and still regretting my purchase,"delta, free, got, purchase, regretting, shit",0.1,0.8
Sep 13,Delta 8 don’t work for me I need the real shit,delta  dont work for me i need the real shit,"delta, dont, need, real, shit, work",-0.30000000000000004,1.0
Sep 13,Never will I ever doubt delta 8 I’m sickkkkk,never will i ever doubt delta  im sickkkkk,"delta, doubt, im, sickkkkk",0.0,0.0
Sep 13,I’m glad I only consume delta 8 now. Ain’t nobody adding nothing crazy to my high experiences,im glad i only consume delta  now aint nobody adding nothing crazy to my high experiences,"adding, aint, consume, crazy, delta, experiences, glad, high, im",0.015000000000000006,0.86
Sep 13,delta 8 humbled my ass,delta  humbled my ass,"ass, delta, humbled",0.0,0.0
Aug 14,I have decided not to consume delta 8 anymore,i have decided not to consume delta  anymore,"anymore, consume, decided, delta",0.0,0.0
Aug 14,These delta 8 articles are crazy. Oh man your gas station fake weed gummy experience wasn’t the high end curated drug experience you were looking for? No shit.,these delta  articles are crazy oh man your gas station fake weed gummy experience wasnt the high end curated drug experience you were looking for no shit,"articles, crazy, curated, delta, drug, end, experience, fake, gas, gummy, high, looking, man, oh, shit, station, wasnt, weed",-0.21000000000000002,0.81
Aug 14,Delta 8 is literally the new K2 and none of these kids were around for that so they don’t see what’s going on,delta  is literally the new k and none of these kids were around for that so they dont see whats going on,"delta, dont, going, kids, literally, new, whats",0.13636363636363635,0.45454545454545453
Aug 14,Ok so delta-8 is just weed,ok so delta is just weed,"delta, just, ok, weed",0.5,0.5
Aug 15,them delta 8 gummies put my ass OUT yesterday,them delta  gummies put my ass out yesterday,"ass, delta, gummies, yesterday",0.0,0.0
Aug 15,"I had a silly amount of delta 8 last night. I was feeling really good. This morning, I spent about three hours just listening to the fan feeling like I was melted to the mattress. Sooooo comfortable and relaxed.",i had a silly amount of delta  last night i was feeling really good this morning i spent about three hours just listening to the fan feeling like i was melted to the mattress sooooo comfortable and relaxed,"comfortable, delta, fan, feeling, good, hours, just, like, listening, mattress, melted, morning, night, really, relaxed, silly, sooooo, spent",0.1,0.4883333333333334
Aug 15,the delta-8 tinctures work very well also. variety of delicious flavors :) gonna try some gummies this upcoming week,the delta tinctures work very well also variety of delicious flavors  gonna try some gummies this upcoming week,"delicious, delta, flavors, gonna, gummies, tinctures, try, upcoming, variety, week, work",0.6,0.65
Aug 15,"Can second this m, I work for STR8 Delta 8 and it’s been the most helpful thing for me",can second this m i work for str delta  and its been the most helpful thing for me,"delta, helpful, second, str, thing, work",0.25,0.25
Aug 15,Tried Delta 8. Loved it. Surprisingly good.,tried delta  loved it surprisingly good,"delta, good, loved, surprisingly, tried",0.7,0.7000000000000001
Aug 16,CBD doesn’t help. It’s just another money grab. Delta 8 is dumb af too. Legalize THC.,cbd doesnt help its just another money grab delta  is dumb af too legalize thc,"af, cbd, delta, doesnt, dumb, grab, help, just, legalize, money, thc",-0.375,0.5
Aug 16,"i really wanna try Delta 8 to help with my mental health but I get such bad anxiety while smoking so i’m nervous to try it. Like, I would take one drag off a blunt and i’d be panicking so i’m really not trying to do that again lol",i really wanna try delta  to help with my mental health but i get such bad anxiety while smoking so im nervous to try it like i would take one drag off a blunt and id be panicking so im really not trying to do that again lol,"anxiety, bad, blunt, delta, drag, health, help, id, im, like, lol, mental, nervous, panicking, really, smoking, try, trying, wanna",3.172065784643304e-17,0.36249999999999993
Aug 16,"This is delta-8, but the isolate is still HIGHLY effective, depends on your state, it may be legal..",this is delta but the isolate is still highly effective depends on your state it may be legal,"delta, depends, effective, highly, isolate, legal, state",0.4,0.5
Aug 16,"I walked into the shop and said...give me the strongest you have...thats what they gave me. Ive never had gummies or edibles before...it didn't disappoint. I also wasn't expecting much for the legal ""delta 8""...boy was I wrong...",i walked into the shop and saidgive me the strongest you havethats what they gave me ive never had gummies or edibles beforeit didnt disappoint i also wasnt expecting much for the legal delta boy was i wrong,"beforeit, boy, delta, didnt, disappoint, edibles, expecting, gave, gummies, havethats, ive, legal, saidgive, shop, strongest, walked, wasnt, wrong",-0.033333333333333326,0.43333333333333335
Aug 16,does delta 8 do anything to you guys. i don't feel shit,does delta  do anything to you guys i dont feel shit,"delta, does, dont, feel, guys, shit",-0.2,0.8
Aug 17,day 2 of the delta-8 gummies. the high comes on like an hour after taking. 30mg feels good,day  of the delta gummies the high comes on like an hour after taking mg feels good,"comes, day, delta, feels, good, gummies, high, hour, like, mg, taking",0.43,0.5700000000000001
Aug 17,this delta 8 hittin!,this delta  hittin,"delta, hittin",0.0,0.0
Aug 17,"Jury’s still out. The Delta 8 seems to really improve my sleep. Deeper sleep. Please don’t take this as my endorsement. At least, not yet. And as always discuss with your doctor before trying!",jurys still out the delta  seems to really improve my sleep deeper sleep please dont take this as my endorsement at least not yet and as always discuss with your doctor before trying,"deeper, delta, discuss, doctor, dont, endorsement, improve, jurys, really, sleep, trying",-0.04999999999999999,0.30000000000000004
Aug 17,So I got one of these delta 8 pens…. That was the best sleep I’ve had for a while woah,so i got one of these delta  pens that was the best sleep ive had for a while woah,"best, delta, got, ive, pens, sleep, woah",1.0,0.3
Aug 17,delta 8 thc carts are something dangerous,delta  thc carts are something dangerous,"carts, dangerous, delta, thc",-0.6,0.9
Aug 18,i should ve never smoked that delta 8,i should ve never smoked that delta ,"delta, smoked, ve",0.0,0.0
Aug 18,"I found delta 8 thc has been much more mellow for me. I use 3Chi brand gummies and tincure
Also talk to your psychiatrist or therapist. May need a med or something to help (no idea what your current regime is)",i found delta  thc has been much more mellow for me i use chi brand gummies and tincurealso talk to your psychiatrist or therapist may need a med or something to help no idea what your current regime is,"brand, chi, current, delta, gummies, help, idea, med, mellow, need, psychiatrist, regime, talk, thc, therapist, tincurealso, use",0.25,0.45
Aug 18,"1/2 of a delta 8 gummy. Tiny bit of thc, no high, just 8 hours of blissful sleep and no hangover.", of a delta  gummy tiny bit of thc no high just  hours of blissful sleep and no hangover,"bit, blissful, delta, gummy, hangover, high, hours, just, sleep, thc, tiny",-0.04,0.52
Aug 18,"Delta 8 nice, I give it a thumbs",delta  nice i give it a thumbs,"delta, nice, thumbs",0.6,1.0
Aug 19,tbf delta 8 is just go to sleep weed but i love to nap so,tbf delta  is just go to sleep weed but i love to nap so,"delta, just, love, nap, sleep, tbf, weed",0.5,0.6
Aug 19,I still recommend delta 8 but be careful with the dosage.,i still recommend delta  but be careful with the dosage,"careful, delta, dosage, recommend",-0.1,1.0
Aug 19,It makes you feel good it’s called delta 8 dab pens get you one it helps with stress,it makes you feel good its called delta  dab pens get you one it helps with stress,"called, dab, delta, feel, good, helps, makes, pens, stress",0.7,0.6000000000000001
Aug 19,Delta 8 gummies rock unless you try some new ones and eat two. 60 mg. Oops. Totally chill but also having anxiety and actual panic attacks. Warning sign like wtf? How and why?,delta  gummies rock unless you try some new ones and eat two  mg oops totally chill but also having anxiety and actual panic attacks warning sign like wtf how and why,"actual, anxiety, attacks, chill, delta, eat, gummies, having, like, mg, new, ones, oops, panic, rock, sign, totally, try, unless, warning, wtf",-0.09090909090909091,0.5761363636363637
Aug 20,"Our state is on the cusp for legalization after voting for such (twice now btw Face with hand over mouth). We almost were denied again but iirc many more states were denied that. Delta 8 isn’t as good most of the time, but it almost is just as good as the real deal and I swear I can’t tell much diff.",our state is on the cusp for legalization after voting for such twice now btw face with hand over mouth we almost were denied again but iirc many more states were denied that delta  isnt as good most of the time but it almost is just as good as the real deal and i swear i cant tell much diff,"btw, cusp, deal, delta, denied, diff, face, good, hand, iirc, isnt, just, legalization, mouth, real, state, states, swear, tell, time, twice, voting",0.4125000000000001,0.4625
Aug 20,"Try delta 8! But good ones, not street carts or gas station carts.",try delta  but good ones not street carts or gas station carts,"carts, delta, gas, good, ones, station, street, try",0.7,0.6000000000000001
Aug 20,i don’t need your “MaRiJuAnA” i got delta 8 peach rings,i dont need your marijuana i got delta  peach rings,"delta, dont, got, marijuana, need, peach, rings",0.0,0.0
Aug 20,Delta 8 is the shit idk the last time I smoked delta 9 tbh,delta  is the shit idk the last time i smoked delta  tbh,"delta, idk, shit, smoked, tbh, time",-0.1,0.43333333333333335
Aug 20,"I tried using Delta 8 for a while, after some self reflection and using it for several months I think I'm gonna switch to only using it for medicine rather than recreational, it's fun but it can make my personality a bit eh in my opinion",i tried using delta  for a while after some self reflection and using it for several months i think im gonna switch to only using it for medicine rather than recreational its fun but it can make my personality a bit eh in my opinion,"bit, delta, eh, fun, gonna, im, make, medicine, months, opinion, personality, recreational, reflection, self, switch, think, tried, using",0.09999999999999999,0.39999999999999997
Aug 21,That Delta 8 shit came out of nowhere and tbh… I do mot trust it.,that delta  shit came out of nowhere and tbh i do mot trust it,"came, delta, mot, shit, tbh, trust",-0.2,0.8
Aug 21,Apparently Delta 8 edibles are crazy compared to regular ones? Y/N?,apparently delta  edibles are crazy compared to regular ones yn,"apparently, compared, crazy, delta, edibles, ones, regular, yn",-0.18333333333333332,0.4423076923076923
Aug 21,Not sure about educated... These Delta 8 gummies just hit different... make me feel like Yoda.,not sure about educated these delta  gummies just hit different make me feel like yoda,"delta, different, educated, feel, gummies, hit, just, like, make, sure, yoda",-0.125,0.7444444444444445
Aug 21,I honestly like delta 8 it’s such a good high and I feel in a good mood instead of paranoid state,i honestly like delta  its such a good high and i feel in a good mood instead of paranoid state,"delta, feel, good, high, honestly, instead, like, mood, paranoid, state",0.43199999999999994,0.628
Aug 22,I fuck with delta 8 she alright,i fuck with delta  she alright,"alright, delta, fuck",-0.4,0.6
Aug 22,delta 8 is just diet weed,delta  is just diet weed,"delta, diet, just, weed",0.0,0.0
Aug 22,So I’ve been smoking delta 8 I fucken love it cause when the high gone I feel uplifted clearer head and high so much lighter Lemon haze is my shit,so ive been smoking delta  i fucken love it cause when the high gone i feel uplifted clearer head and high so much lighter lemon haze is my shit,"cause, clearer, delta, feel, fucken, gone, haze, head, high, ive, lemon, lighter, love, shit, smoking, uplifted",0.164,0.5359999999999999
Aug 22,"Geez, I just did similar a few days ago with Delta-8 gummies and then had the most awkward stoned sleep ever.",geez i just did similar a few days ago with delta gummies and then had the most awkward stoned sleep ever,"ago, awkward, days, delta, did, geez, gummies, just, similar, sleep, stoned",-0.075,0.5
Aug 23,Same sorta feel when I used to get my stuff in Austin but then decided to try delta 8 cause it makes me feel good knowing I’m doing something legal lol. It’s good I don’t get paranoid either!,same sorta feel when i used to get my stuff in austin but then decided to try delta  cause it makes me feel good knowing im doing something legal lol its good i dont get paranoid either,"austin, cause, decided, delta, doing, dont, feel, good, im, knowing, legal, lol, makes, paranoid, sorta, stuff, try, used",0.48,0.445
Aug 23,Delta 8 gummies are the shit bc I don’t have to smoke and I’m just baked af while it’s legal,delta  gummies are the shit bc i dont have to smoke and im just baked af while its legal,"af, baked, bc, delta, dont, gummies, im, just, legal, shit, smoke",0.0,0.5
Aug 23,time to see what’s up w delta 8 !!! so far the gummies taste better than normal ones,time to see whats up w delta   so far the gummies taste better than normal ones,"better, delta, far, gummies, normal, ones, taste, time, whats",0.25,0.7166666666666667
Aug 23,Delta 8 has me feeling Delta Gr8!,delta  has me feeling delta gr,"delta, feeling, gr",0.0,0.0
Aug 23,"Yeah cbd is just calming. Now, Delta 8 is a different animal!! Watch out for that",yeah cbd is just calming now delta  is a different animal watch out for that,"animal, calming, cbd, delta, different, just, watch, yeah",0.0,0.6
Aug 24,"Shot kicking my tiny honey, can't sleep because of cramping, yet dead tired wi migraine, that Delta 8 does work though, ordered a few online",shot kicking my tiny honey cant sleep because of cramping yet dead tired wi migraine that delta  does work though ordered a few online,"cramping, dead, delta, does, honey, kicking, migraine, online, ordered, shot, sleep, tiny, tired, wi, work",-0.2,0.42500000000000004
Aug 24,"Me: Whaddaya think of Delta-8?
Salesperson: It’s legit. I can’t smoke weed at work, right? So I smoke delta 8 on the job and it does the trick.",me whaddaya think of deltasalesperson its legit i cant smoke weed at work right so i smoke delta  on the job and it does the trick,"delta, deltasalesperson, does, job, legit, right, smoke, think, trick, weed, whaddaya, work",0.2857142857142857,0.5357142857142857
Aug 24,Idc what y’all say hit the delta 8 enough you’ll be off ya ass,idc what yall say hit the delta  enough youll be off ya ass,"ass, delta, hit, idc, say, ya, yall, youll",0.0,0.5
Aug 24,I’m a cbd smoking sum bih… but that delta 8 seem too vicious,im a cbd smoking sum bih but that delta  seem too vicious,"bih, cbd, delta, im, smoking, sum, vicious",-1.0,1.0
Aug 24,I will never ever support delta 8 weed.,i will never ever support delta  weed,"delta, support, weed",0.0,0.0
Aug 25,So I tried delta 8 yesterday after 7 months of nothing and it was great,so i tried delta  yesterday after  months of nothing and it was great,"delta, great, months, tried, yesterday",0.8,0.75
Aug 25,A bit of a novel bc the delta 8 is hittin,a bit of a novel bc the delta  is hittin,"bc, bit, delta, hittin, novel",0.0,0.0
Aug 24,I took a quarter delta 8 and a bit of melatonin before bed since I was going to sleep super late and I’m somewhere between feeling well rested but hollowed out and the tail end of a delirious high,i took a quarter delta  and a bit of melatonin before bed since i was going to sleep super late and im somewhere between feeling well rested but hollowed out and the tail end of a delirious high,"bed, bit, delirious, delta, end, feeling, going, high, hollowed, im, late, melatonin, quarter, rested, sleep, super, tail, took",0.06444444444444444,0.6022222222222222
Aug 26,Yup! Delta 8 is what I use and it still makes me feel really bizarre.,yup delta  is what i use and it still makes me feel really bizarre,"bizarre, delta, feel, makes, really, use, yup",0.4,0.6
Aug 26,"I like the Delta 8 edibles, though. Mellower than full THC.",i like the delta  edibles though mellower than full thc,"delta, edibles, like, mellower, thc",0.35,0.55
Aug 26,Delta 8 isn’t that bad can’t cap,delta  isnt that bad cant cap,"bad, cap, delta, isnt",-0.6999999999999998,0.6666666666666666
Aug 27,Because it's about dosage. You can smoke ten pounds of ditch weed and get crunkes. Too much delta 8 absolutely makes me have a terrible trip.,because its about dosage you can smoke ten pounds of ditch weed and get crunkes too much delta  absolutely makes me have a terrible trip,"absolutely, crunkes, delta, ditch, dosage, makes, pounds, smoke, terrible, trip, weed",-0.15,0.525
Aug 26,Okay this delta 8 shit? Surprisingly good,okay this delta  shit surprisingly good,"delta, good, okay, shit, surprisingly",0.3333333333333333,0.6333333333333334
Aug 27,"Hey just so y’all know, definitely don’t smoke delta 8 or THC-O bullshit. It’s literally chemically altered thc concentrated to an un natural level.",hey just so yall know definitely dont smoke delta  or thco bullshit its literally chemically altered thc concentrated to an un natural level,"altered, bullshit, chemically, concentrated, definitely, delta, dont, hey, just, know, level, literally, natural, smoke, thc, thco, yall",0.05,0.45
Aug 27,"you could also try delta 8, which is legal, for now, and is a weaker version of mj. That stuff works great on severe anxiety, though try to get a kind that won't screw up your perception of space and time and god knows what else",you could also try delta  which is legal for now and is a weaker version of mj that stuff works great on severe anxiety though try to get a kind that wont screw up your perception of space and time and god knows what else,"anxiety, delta, god, great, kind, knows, legal, mj, perception, screw, severe, space, stuff, time, try, version, weaker, wont, works",0.5333333333333333,0.6166666666666667
Aug 27,delta 8 is the fucking move and works amazing for a tolerance break from bud,delta  is the fucking move and works amazing for a tolerance break from bud,"amazing, break, bud, delta, fucking, tolerance, works",5.551115123125783e-17,0.8500000000000001
Aug 27,I love delta 8. I very much enjoy my diet weed lite.,i love delta  i very much enjoy my diet weed lite,"delta, diet, enjoy, lite, love, weed",0.45,0.55
Aug 28,My gf bought Delta 8 cartridge last night and holy fuck that shit works just as well as regular Delta 9 THC,my gf bought delta  cartridge last night and holy fuck that shit works just as well as regular delta  thc,"bought, cartridge, delta, fuck, gf, holy, just, night, regular, shit, thc, works",-0.15000000000000002,0.3858974358974359
Aug 28,"So. . they've legalized the use of Delta-8 THC products here in Texas. I tried some edible gummies.
While high, I ended up cleaning and got more done as time appeared to distort in my perspective. I also noticed that I tend to get more short tempered in that state.",so  theyve legalized the use of delta thc products here in texas i tried some edible gummieswhile high i ended up cleaning and got more done as time appeared to distort in my perspective i also noticed that i tend to get more short tempered in that state,"appeared, cleaning, delta, distort, edible, ended, got, gummieswhile, high, legalized, noticed, perspective, products, short, state, tempered, tend, texas, thc, theyve, time, tried, use",0.29000000000000004,0.46
Aug 28,i was hating on delta 8 but i’m probably gonna only smoke that until i’m able to get a medical card lol,i was hating on delta  but im probably gonna only smoke that until im able to get a medical card lol,"able, card, delta, gonna, hating, im, lol, medical, probably, smoke",0.325,0.58125
Aug 28,"Oh yeah. When my pain is high, it’s just really hard. I have been trying some different delta-8 gummies and so far they seem to really help my pain, but it doesn’t seem like I’m getting much deep sleep now. Not sure if it’s related.",oh yeah when my pain is high its just really hard i have been trying some different delta gummies and so far they seem to really help my pain but it doesnt seem like im getting much deep sleep now not sure if its related,"deep, delta, different, doesnt, far, getting, gummies, hard, help, high, im, just, like, oh, pain, really, related, sleep, sure, trying, yeah",-0.010208333333333333,0.5713194444444445
Aug 29,"I'm trying to stay open-minded about Delta 8 experiences. At least it doesn't make my heart race or make me completely paranoid. But I don't exactly feel ""in control"" when I get a little too much either...?",im trying to stay openminded about delta  experiences at least it doesnt make my heart race or make me completely paranoid but i dont exactly feel in control when i get a little too much either,"completely, control, delta, doesnt, dont, exactly, experiences, feel, heart, im, little, make, openminded, paranoid, race, stay, trying",0.012500000000000006,0.35
Aug 29,Delta 8 will definitely get you high and you don’t even realize it. Plus I can get this shit from damn near any smoke shop instead of going to a dispensary. Win win,delta  will definitely get you high and you dont even realize it plus i can get this shit from damn near any smoke shop instead of going to a dispensary win win,"damn, definitely, delta, dispensary, dont, going, high, instead, near, plus, realize, shit, shop, smoke, win",0.27666666666666667,0.5066666666666667
Aug 29,Thats how i feel about delta 8 vs real weed. Just give me a couple of extra giggles and make tge spaghetti taste better,thats how i feel about delta  vs real weed just give me a couple of extra giggles and make tge spaghetti taste better,"better, couple, delta, extra, feel, giggles, just, make, real, spaghetti, taste, tge, thats, vs, weed",0.2333333333333333,0.3
Aug 29,"come on people; have you used the delta -8 cbd/thc fro pain. relaxtion,........",come on people have you used the delta  cbdthc fro pain relaxtion,"cbdthc, come, delta, fro, pain, people, relaxtion, used",0.0,0.0
Aug 30,Delta 8 aint what some people will try to sell it to you as BUYERS BEWARE IT ALMOST KILLED ME AND IT WOULD HAVE IF i hadn't killed myself first.... just be careful.... please... I'm so sorry,delta  aint what some people will try to sell it to you as buyers beware it almost killed me and it would have if i hadnt killed myself first just be careful please im so sorry,"aint, beware, buyers, careful, delta, hadnt, im, just, killed, people, sell, sorry, try",-0.15,0.4666666666666666
Aug 30,Tried Delta-8 edibles last night and them hoes had me on tilt. Maybe I’m late to the party but Austin has a legal dispensary that sells this shit.,tried delta edibles last night and them hoes had me on tilt maybe im late to the party but austin has a legal dispensary that sells this shit,"austin, delta, dispensary, edibles, hoes, im, late, legal, maybe, night, party, sells, shit, tilt, tried",-0.075,0.4166666666666667
Aug 30,I need to try delta 8 already,i need to try delta  already,"delta, need, try",0.0,0.0
Aug 30,"So-called synthetic marijuana fell outside of the law, as Delta-8 THC is now. Yet another negative consequence of cannabis prohibition. See also wood alcohol.",socalled synthetic marijuana fell outside of the law as delta thc is now yet another negative consequence of cannabis prohibition see also wood alcohol,"alcohol, cannabis, consequence, delta, fell, law, marijuana, negative, outside, prohibition, socalled, synthetic, thc, wood",-0.15,0.225
Aug 30,I don't fuck with high amounts of delta 8 just because I've only ever had edibles that couch me out and keep me sedated lmao,i dont fuck with high amounts of delta  just because ive only ever had edibles that couch me out and keep me sedated lmao,"amounts, couch, delta, dont, edibles, fuck, high, ive, just, lmao, sedated",0.09,0.7849999999999999
Aug 31,Delta 8 is fake weed,delta  is fake weed,"delta, fake, weed",-0.5,1.0
Aug 31,yeah I like delta 8 vapes!,yeah i like delta  vapes,"delta, like, vapes, yeah",0.0,0.0
Aug 31,Delta 8 does make you shit like a mf the morning after. It’s the laxative weed,delta  does make you shit like a mf the morning after its the laxative weed,"delta, does, laxative, like, make, mf, morning, shit, weed",-0.2,0.8
Aug 31,I smoked delta 8 from the smoke shop which is 100% legal weed and I will say I like it a lot it gives me the same high,i smoked delta  from the smoke shop which is  legal weed and i will say i like it a lot it gives me the same high,"delta, gives, high, legal, like, lot, say, shop, smoke, smoked, weed",0.12,0.28833333333333333
Aug 31,"I swear I took one of those delta 8 gummies from Amy once, and that shit hit harder than any edible I’ve ever taken",i swear i took one of those delta  gummies from amy once and that shit hit harder than any edible ive ever taken,"amy, delta, edible, gummies, harder, hit, ive, shit, swear, taken, took",-0.15000000000000002,0.4
Sep 1,Y’all be smoking that Delta 8 stuff from the gas station?,yall be smoking that delta  stuff from the gas station,"delta, gas, smoking, station, stuff, yall",0.0,0.0
Sep 1,Delta 8 THC is a scam,delta  thc is a scam,"delta, scam, thc",0.0,0.0
Sep 1,This delta 8 stuff is gon get outta hand jus wait a few years,this delta  stuff is gon get outta hand jus wait a few years,"delta, gon, hand, jus, outta, stuff, wait, years",-0.2,0.1
Sep 1,"Delta-8 THC and THC-O products aren't subject to the same strict quality control, regulation and testing as goods sold on Washington's legal market.",delta thc and thco products arent subject to the same strict quality control regulation and testing as goods sold on washingtons legal market,"arent, control, delta, goods, legal, market, products, quality, regulation, sold, strict, subject, testing, thc, thco, washingtons",0.011111111111111118,0.21944444444444444
Sep 2,Feds just letting delta-8 #thc get sold by comedy podcast dudes,feds just letting delta thc get sold by comedy podcast dudes,"comedy, delta, dudes, feds, just, letting, podcast, sold, thc",0.0,0.0
Sep 2,DELTA 8 MAKES ME SNEEZE TOO LMAO but it’s all i’ve got rn,delta  makes me sneeze too lmao but its all ive got rn,"delta, got, ive, lmao, makes, rn, sneeze",0.6,1.0
Sep 2,Delta 8 is said to induce a mild high effect. From what I read in my notes anyways.,delta  is said to induce a mild high effect from what i read in my notes anyways,"anyways, delta, effect, high, induce, mild, notes, read, said",0.24666666666666665,0.52
Sep 2,"Trazadone worked great for me for a few years, but my body got used to it. Lexapro made my tinnitus worse, and took away sexual pleasure. I stopped taking both. I now take Banophen and Melatonin. Recently got some Delta 8, and that stuff is great!!....",trazadone worked great for me for a few years but my body got used to it lexapro made my tinnitus worse and took away sexual pleasure i stopped taking both i now take banophen and melatonin recently got some delta  and that stuff is great,"away, banophen, body, delta, got, great, lexapro, melatonin, pleasure, recently, sexual, stopped, stuff, taking, tinnitus, took, trazadone, used, worked, worse, years",0.25,0.5472222222222222
Sep 3,"Ooh, congratulations! How do they taste? I love the taste of regular dabs, HATE the flavor of delta 8.",ooh congratulations how do they taste i love the taste of regular dabs hate the flavor of delta ,"congratulations, dabs, delta, flavor, hate, love, ooh, regular, taste",-0.10000000000000002,0.5256410256410257
Sep 3,Every time I tell people I switched to Delta-8 they be responding like I just revealed to them that I’m gay,every time i tell people i switched to delta they be responding like i just revealed to them that im gay,"delta, gay, im, just, like, people, responding, revealed, switched, tell, time",0.4166666666666667,0.5833333333333334
Sep 3,"yea dude completely over it lol even as an advocate, i recommend trying delta-8 also doing cbd before hand if you’re gonna use an edible or smoke , also remember the golden rule you can always smoke or eat more …never less",yea dude completely over it lol even as an advocate i recommend trying delta also doing cbd before hand if youre gonna use an edible or smoke  also remember the golden rule you can always smoke or eat more never less,"advocate, cbd, completely, delta, doing, dude, eat, edible, golden, gonna, hand, lol, recommend, remember, rule, smoke, trying, use, yea, youre",0.35666666666666663,0.4333333333333334
Sep 3,Pushing that Delta 8 garbage too,pushing that delta  garbage too,"delta, garbage, pushing",0.0,0.0
